"title","release_date","rating","director","writer","genres","runtime","original_language","budget","revenue"
"Uzay Yolu II: Han'ın Gazabı","04/06/1982 (US)","75","Nicholas Meyer","","Aksiyon,Macera,Bilim-Kurgu,Gerilim","1h 52m","İngilizce","$12,000,000.00","$96,800,000.00"
"Uzay Yolu III: Spock'ı Ararken","01/06/1984 (US)","66","Leonard Nimoy","Harve Bennett","Bilim-Kurgu,Aksiyon,Macera,Gerilim","1h 45m","İngilizce","$18,000,000.00","$87,000,000.00"
"Uzay Yolu IX: İsyan","11/12/1998 (US)","64","Jonathan Frakes","","Bilim-Kurgu,Aksiyon,Macera,Gerilim","1h 42m","İngilizce","$70,000,000.00","$118,000,000.00"
"Uzay Yolu VI: Keşfedilmemiş Ülke","06/12/1991 (US)","70","Nicholas Meyer","","Bilim-Kurgu,Aksiyon,Macera,Gerilim","1h 53m","İngilizce","$27,000,000.00","$96,900,000.00"
"Uzay Yolu VIII: İlk Temas","22/11/1996 (US)","73","Jonathan Frakes","","Bilim-Kurgu,Aksiyon,Macera,Gerilim","1h 51m","İngilizce","$46,000,000.00","$150,000,000.00"
"Uzay Yürüyüsü","06/04/2017 (RU)","71","Dmitry Kiselev","","Macera,Dram,Tarih,Gerilim","2h 20m","Rusça","$7,075,038.00","$9,868,942.00"
"Uzaydan Gelen Renk","07/09/2019 (TR)","60","Richard Stanley","H.P. Lovecraft","Korku,Bilim-Kurgu,Gizem,Gerilim","1h 51m","İngilizce","$6,000,000.00","$1,023,510.00"
"Uzayın Derinliklerinde","20/11/1998 (TR)","54","Stephen Hopkins","","Bilim-Kurgu,Macera","2h 10m","İngilizce","$80,000,000.00","$136,159,423.00"
"Uzaylı Arkadaşım","30/01/2008 (CN)","73","Stephen Chow","Stephen Chow","Komedi,Dram,Aile,Fantastik,Bilim-Kurgu","1h 28m","Cantonese","$20,000,000.00","$47,301,471.00"
"Uzaylı Muppet'lar","14/07/1999 (US)","61","Tim Hill","","Aile,Bilim-Kurgu,Fantastik,Komedi","1h 27m","İngilizce","$24,000,000.00","$22,300,000.00"
"Uzun Kabus","12/10/2018 (TR)","43","Sylvain White","David Birke","Korku,Gizem,Gerilim","1h 33m","İngilizce","$10,000,000.00","$11,817,275.00"
"Uzun Kutsal Cuma","01/11/1980 (GB)","71","John Mackenzie","Barrie Keeffe","Gizem,Suç,Gerilim,Dram","1h 54m","İngilizce","-","-"
"Uzun Kuyruk","04/04/2012 (FR)","53","Alain Chabat","Alain Chabat","Aile,Macera,Komedi","1h 45m","Fransızca","$50,000,000.00","$50,100,000.00"
"Uzun Otların Arasında","20/09/2019 (US)","55","Vincenzo Natali","","Korku,Dram,Gerilim","1h 42m","İngilizce","-","-"
"Üç Ahbap Çavuş","13/04/2012 (US)","58","Peter Farrelly","","Komedi","1h 32m","İngilizce","$30,000,000.00","$54,819,301.00"
"Üç Bin Yıllık Bekleyiş","16/09/2022 (TR)","69","George Miller","George Miller","Dram,Fantastik,Romantik","1h 48m","İngilizce","$60,000,000.00","$20,300,000.00"
"Üç Kafadar","03/02/1945 (US)","63","Bill Roberts","","Animasyon,Aile,Müzik","1h 11m","İngilizce","-","-"
"Üç Kral","27/09/1999 (US)","67","David O. Russell","","Aksiyon,Komedi,Savaş","1h 54m","İngilizce","$75,000,000.00","$108,000,000.00"
"Üç Küçük Domuzcuk","27/05/1933 (US)","69","Burt Gillett","Pinto Colvig","Müzik,Animasyon,Komedi,Aile","8m","İngilizce","$15,719.00","-"
"Üç Mesih","10/01/2020 (US)","68","Jon Avnet","Jon Avnet","Dram","1h 49m","İngilizce","-","-"
"Üç Renk: Beyaz","26/01/1994 (FR)","75","Krzysztof Kieślowski","","Komedi,Dram,Gizem","1h 32m","Fransızca","-","-"
"Üç Silahşörler","21/12/1973 (GB)","68","Richard Lester","","Aksiyon,Macera,Komedi","1h 46m","İngilizce","-","$22,018,000.00"
"Üç Silahşörler","11/11/1993 (US)","64","Stephen Herek","","Aksiyon,Macera,Komedi","1h 45m","İngilizce","$30,000,000.00","$111,898,845.00"
"Üç Silahşörler: D'Artagnan","17/05/2024 (TR)","70","Martin Bourboulon","Matthieu Delaporte","Macera,Aksiyon,Dram,Tarih","2h 1m","Fransızca","$27,500,000.00","$31,843,086.00"
"Üç Silahşörler: Milady","13/12/2023 (FR)","65","Martin Bourboulon","Matthieu Delaporte","Macera,Aksiyon,Dram","1h 55m","Fransızca","$39,000,000.00","$21,730,766.00"
"Üç Tanıdık Yabancı","29/06/2018 (US)","74","Tim Wardle","","Belgesel","1h 36m","İngilizce","-","$1,041,955.00"
"Üç Tatlı Kaçak","27/01/1989 (US)","67","Francis Veber","Francis Veber","Komedi,Suç","1h 36m","İngilizce","$15,000,000.00","$40,600,000.00"
"Üçkağıtçı Mortdecai","23/01/2015 (US)","55","David Koepp","Kyril Bonfiglioli","Komedi,Macera","1h 47m","İngilizce","$60,000,000.00","$47,318,560.00"
"Üçüncü Adam","02/09/1949 (GB)","79","Carol Reed","","Gerilim,Gizem","1h 44m","İngilizce","-","$1,226,098.00"
"Üçüncü Göz","22/12/2000 (US)","64","Sam Raimi","","Korku,Dram,Gerilim,Gizem","1h 51m","İngilizce","$10,000,000.00","$12,008,642.00"
"Üçüncü Şahıs","01/12/2013 (US)","59","Paul Haggis","","Dram,Romantik","2h 17m","İngilizce","$28,000,000.00","$1,749,201.00"
"Üniversiteler Yarışıyor","15/10/2006 (US)","64","Tom Vaughan","","Dram,Komedi,Romantik","1h 32m","İngilizce","-","-"
"Üşütük Popolar","01/10/1993 (US)","70","Jon Turteltaub","","Komedi,Macera,Dram","1h 38m","İngilizce","$14,000,000.00","$154,856,263.00"
"Üvey Annem Bir Uzaylı","09/12/1988 (US)","57","Richard Benjamin","Timothy Harris","Komedi,Bilim-Kurgu","1h 48m","İngilizce","$20,000,000.00","$13,854,000.00"
"V.I.P.","23/08/2017 (KR)","78","Park Hoon-jung","Park Hoon-jung","Suç,Gerilim,Aksiyon","2h 8m","Korece","-","-"
"V/H/S","05/10/2012 (US)","61","Glenn McQuaid","Glenn McQuaid","Gerilim,Korku","1h 56m","İngilizce","-","$100,345.00"
"V/H/S/85","22/09/2023 (US)","61","Mike P. Nelson","Gigi Saul Guerrero","Korku,Fantastik,Bilim-Kurgu","1h 50m","İngilizce","-","-"
"V/H/S/94","26/09/2021 (US)","62","Simon Barrett","Simon Barrett","Korku,Gerilim,Bilim-Kurgu","1h 33m","İngilizce","-","-"
"V/H/S/99","25/09/2022 (US)","60","Johannes Roberts","","Korku,Gerilim,Fantastik","1h 39m","İngilizce","-","-"
"Vadiler Aslanı","23/04/1953 (US)","74","George Stevens","","Dram,Vahşi Batı","1h 58m","İngilizce","$3,100,000.00","$20,000,000.00"
"Vahşetin Çağrısı","21/02/2020 (TR)","76","Chris Sanders","","Macera,Aile,Dram","1h 40m","İngilizce","$109,000,000.00","$111,200,000.00"
"Vahşi Dostum","09/10/2020 (TR)","73","Gilles de Maistre","","Macera,Aile,Dram","1h 38m","Fransızca","$9,600,000.00","$35,487,190.00"
"Vahşi Duygular","30/11/1990 (TR)","70","David Lynch","","Suç,Gerilim,Romantik","2h 5m","İngilizce","$9,500,000.00","$14,569,027.00"
"Vahşi Günler","15/12/1990 (HK)","73","Wong Kar-wai","Wong Kar-wai","Suç,Dram,Romantik","1h 34m","Cantonese","-","$3,255,404.00"
"Vahşi Kahraman","01/05/1970 (US)","64","Elliot Silverstein","","Vahşi Batı,Dram","1h 54m","İngilizce","-","-"
"Vahşi Nehir","01/08/2023 (US)","66","Ben Ketai","Ben Ketai","Gizem,Gerilim,Macera","1h 31m","İngilizce","-","-"
"Vahşi Nehir","30/09/1994 (US)","64","Curtis Hanson","","Macera,Gerilim,Dram","2h 15m","İngilizce","$45,000,000.00","$94,216,343.00"
"Vahşi Şeyler 2","06/03/2004 (US)","52","Jack Perez","","Suç,Dram,Gizem","1h 35m","İngilizce","$2,800,000.00","-"
"Vahşi Şeyler 3","19/02/2005 (US)","50","Jay Lowi","Ross Helford","Suç,Dram,Gizem","1h 27m","İngilizce","-","-"
"Vahşi Şeyler: Dördü Birarada","01/06/2010 (US)","52","Andy Hurst","Monty Featherstone","Suç,Dram,Gizem","1h 32m","İngilizce","-","-"
"Vahşiler Firarda","24/06/2016 (US)","77","Taika Waititi","","Macera,Komedi,Dram","1h 41m","İngilizce","$2,500,000.00","$23,900,000.00"
"Valley of Shadows","29/12/2023 (ES)","63","Salvador Calvo","Alejandro Hernández","Macera,Gerilim,Dram","2h","İspanyolca; Kastilyaca","-","-"
"Vamp","18/07/1986 (US)","59","Richard Wenk","","Komedi,Korku","1h 33m","İngilizce","$3,300,000.00","$4,941,117.00"
"Vampir Avcısı Buffy","24/07/1992 (US)","56","Fran Rubel Kuzui","Joss Whedon","Aksiyon,Komedi,Korku","1h 26m","İngilizce","$7,000,000.00","$16,624,456.00"
"Vampir Avcısı D","21/12/1985 (JP)","66","Toyoo Ashida","","Animasyon,Fantastik,Korku","1h 20m","Japonca","-","-"
"Vampir Avcısı D 2","21/04/2001 (JP)","76","Yoshiaki Kawajiri","","Animasyon,Fantastik,Korku,Aksiyon","1h 43m","Japonca","-","$151,086.00"
"Vampir İmparatorluğu","05/03/2010 (TR)","63","Michael Spierig","","Aksiyon,Fantastik,Bilim-Kurgu","1h 38m","İngilizce","$20,000,000.00","$51,417,188.00"
"Vampir Nosferatu","17/01/1979 (FR)","73","Werner Herzog","Werner Herzog","Dram,Korku","1h 47m","Almanca","$1,400,000.00","-"
"Vampire Circus","11/10/1972 (US)","58","Robert Young","","Korku","1h 27m","İngilizce","-","-"
"Vampire's Kiss","17/09/1988 (US)","60","Robert Bierman","","Komedi,Korku","1h 43m","İngilizce","$2,000,000.00","$725,131.00"
"Vampirle Görüşme","20/01/1995 (TR)","74","Neil Jordan","","Korku,Dram,Fantastik","2h 3m","İngilizce","$60,000,000.00","$223,664,608.00"
"Vampirler","30/10/1998 (US)","63","John Carpenter","","Aksiyon,Fantastik,Korku","1h 48m","İngilizce","$20,000,000.00","$20,308,772.00"
"Vampirler Bronx'ta","02/10/2020 (US)","57","Oz Rodriguez","","Komedi,Korku","1h 26m","İngilizce","-","-"
"Van Gogh: Sonsuzluğun Kapısında","15/02/2019 (TR)","69","Julian Schnabel","Julian Schnabel","Dram","1h 51m","İngilizce","-","-"
"Van Helsing","07/05/2004 (TR)","63","Stephen Sommers","Stephen Sommers","Korku,Macera,Aksiyon","2h 12m","İngilizce","$160,000,000.00","$300,257,475.00"
"Vanquish","16/04/2021 (US)","54","George Gallo","George Gallo","Aksiyon,Macera,Gerilim","1h 36m","İngilizce","-","-"
"Varolmanın Dayanılmaz Hafifliği","05/02/1988 (US)","69","Philip Kaufman","","Dram,Romantik","2h 51m","İngilizce","$17,000,000.00","$10,000,000.00"
"Varşova 1944","30/07/2014 (PL)","68","Jan Komasa","","Dram,Tarih,Savaş","2h 7m","Lehçe","$6,283,170.00","-"
"Vatansever","18/08/2000 (TR)","72","Roland Emmerich","","Dram,Tarih,Savaş,Aksiyon","2h 45m","İngilizce","$110,000,000.00","$215,294,342.00"
"Vay Anam Vay 2","26/01/2006 (US)","58","John Whitesell","","Komedi,Suç","1h 39m","İngilizce","$40,000,000.00","$138,300,000.00"
"Vay Anam Vay: Babasının Oğlu","25/03/2011 (TR)","55","John Whitesell","","Suç,Komedi,Aksiyon","1h 47m","İngilizce","$32,000,000.00","$83,600,000.00"
"Vay Kaynanam Vay","13/05/2005 (US)","62","Robert Luketic","","Romantik,Komedi","1h 41m","İngilizce","$43,000,000.00","$154,749,918.00"
"Vazife İcabı","15/11/2019 (US)","59","Steven C. Miller","Jeremy Drysdale","Gerilim,Suç,Aksiyon","1h 38m","İngilizce","-","$646,389.00"
"Veer ve Zaaranin Ask Hikayesi  / Veer-Zaara","12/11/2004 (IN)","74","Yash Chopra","","Dram,Romantik","3h 12m","Hintçe","$7,000,000.00","$29,385,320.00"
"Vefasız Kadın","22/01/1969 (FR)","69","Claude Chabrol","","Suç,Dram,Gerilim","1h 38m","Fransızca","-","-"
"Vekil Öğretmen","13/03/2007 (DK)","56","Ole Bornedal","","Gerilim,Komedi,Korku","1h 33m","Danca","-","-"
"Velvet Buzzsaw","01/02/2019 (US)","54","Dan Gilroy","Dan Gilroy","Gerilim,Gizem,Korku","1h 52m","İngilizce","$21,000,000.00","-"
"Velvet Goldmine","26/10/1998 (US)","69","Todd Haynes","","Dram,Müzik","2h 3m","İngilizce","-","$4,313,644.00"
"Vendetta","17/05/2022 (US)","61","Jared Cohn","Jared Cohn","Aksiyon","1h 36m","İngilizce","-","-"
"Venom: Zehirli Öfke","05/10/2018 (TR)","68","Ruben Fleischer","","Bilim-Kurgu,Aksiyon","1h 52m","İngilizce","$116,000,000.00","$856,085,151.00"
"Venom: Zehirli Öfke","05/10/2018 (TR)","68","Ruben Fleischer","","Bilim-Kurgu,Aksiyon","1h 52m","İngilizce","$116,000,000.00","$856,085,151.00"
"Venom: Zehirli Öfke 2","15/10/2021 (TR)","68","Andy Serkis","","Bilim-Kurgu,Aksiyon,Macera","1h 37m","İngilizce","$110,000,000.00","$506,900,000.00"
"Venüs","02/12/2022 (ES)","63","Jaume Balagueró","","Dram,Korku,Gerilim","1h 41m","İspanyolca; Kastilyaca","-","-"
"Venüs'te Görüşürüz","21/07/2023 (US)","71","Joaquín Llamas","","Romantik,Dram","1h 35m","İngilizce","-","-"
"Vera Cruz","25/12/1954 (US)","66","Robert Aldrich","","Vahşi Batı","1h 34m","İngilizce","-","-"
"Vernost","31/10/2019 (RU)","67","Nigina Sayfullaeva","","Dram","1h 22m","Rusça","-","-"
"Veronica Mars","14/03/2014 (US)","66","Rob Thomas","","Suç,Dram,Komedi","1h 47m","İngilizce","$6,000,000.00","$3,500,000.00"
"Véronique'in İkili Yaşamı","15/05/1991 (FR)","75","Krzysztof Kieślowski","Krzysztof Piesiewicz","Dram","1h 38m","Fransızca","-","$1,999,955.00"
"Vesper","30/09/2022 (TR)","64","Bruno Samper","Bruno Samper","Bilim-Kurgu,Dram,Macera,Fantastik","1h 52m","İngilizce","-","$889,529.00"
"Vexille","18/08/2007 (JP)","67","Fumihiko Sori","","Animasyon,Bilim-Kurgu","1h 49m","Japonca","-","-"
"Vicini di casa","01/12/2022 (IT)","56","Paolo Costella","","Komedi","1h 23m","İtalyanca","-","-"
"Victor Frankenstein","11/12/2015 (TR)","59","Paul McGuigan","","Dram,Bilim-Kurgu,Gerilim","1h 49m","İngilizce","$40,000,000.00","$34,200,000.00"
"Videodrome","04/02/1983 (CA)","73","David Cronenberg","David Cronenberg","Korku,Bilim-Kurgu,Gizem","1h 28m","İngilizce","$5,952,000.00","$2,120,439.00"
"Viking Kurdu","18/11/2022 (NO)","57","Stig Svendsen","Stig Svendsen","Korku,Gerilim,Gizem","1h 37m","Norveççe","-","-"
"Viking: Bloodlust","21/04/2023 (GB)","68","Greg Keith","","Aksiyon,Tarih","1h 22m","İngilizce","-","-"
"Vina: Sebelum 7 Hari","08/05/2024 (ID)","58","Anggy Umbara","Bounty Umbara","Dram,Gerilim,Korku,Suç","1h 40m","Endonezce","-","-"
"Vina: Sebelum 7 Hari","08/05/2024 (ID)","58","Anggy Umbara","Dirmawan Hatta","Dram,Gerilim,Korku,Suç","1h 40m","Endonezce","-","-"
"Vincent'ten Sevgilerle","29/12/2017 (TR)","80","Hugh Welchman","Hugh Welchman","Animasyon,Dram,Gizem,Tarih","1h 34m","İngilizce","$5,500,000.00","$42,187,665.00"
"Violation","14/09/2020 (CA)","55","Madeleine Sims-Fewer","Madeleine Sims-Fewer","Korku,Gerilim,Dram","1h 47m","İngilizce","-","-"
"Violet Evergarden: Film","18/09/2020 (JP)","83","Taichi Ishidate","","Animasyon,Fantastik,Romantik,Dram","2h 20m","Japonca","-","$20,339,624.00"
"Viraj","14/10/2015 (US)","57","Iain Softley","Kimberly Lofstrom Johnson","Korku,Gerilim","1h 26m","İngilizce","-","-"
"Virtüoz","24/04/2009 (US)","67","Joe Wright","","Dram,Müzik","1h 49m","İngilizce","$60,000,000.00","$38,332,994.00"
"Virus:32","21/04/2022 (AR)","68","Gustavo Hernández","","Korku","1h 30m","İspanyolca; Kastilyaca","-","-"
"Virüs","04/06/1999 (GB)","54","John Bruno","","Korku,Aksiyon,Bilim-Kurgu","1h 39m","İngilizce","$75,000,000.00","$30,700,000.00"
"Visioneers","12/06/2008 (US)","57","Jared Drake","Brandon Drake","Komedi,Dram,Bilim-Kurgu","1h 30m","İngilizce","-","-"
"Visions","06/09/2023 (FR)","58","Yann Gozlan","Yann Gozlan","Gerilim,Gizem","2h 3m","Fransızca","$8,980,000.00","-"
"Visitor Q","17/03/2001 (JP)","64","Takashi Miike","Itaru Era","Komedi,Dram,Korku,Gerilim","1h 24m","Japonca","$60,400.00","-"
"Viva Erotica","28/11/1996 (HK)","65","Lo Chi-leung","Lo Chi-leung","Komedi,Dram","1h 39m","Cantonese","-","-"
"Vivarium","27/03/2020 (IE)","61","Lorcan Finnegan","","Bilim-Kurgu,Gerilim,Gizem,Korku","1h 37m","İngilizce","$4,000,000.00","$488,000.00"
"Vivo","30/07/2021 (US)","73","Kirk DeMicco","","Animasyon,Aile,Komedi","1h 43m","İngilizce","-","-"
"Vol.i","26/09/2008 (TR)","81","Andrew Stanton","","Animasyon,Aile,Bilim-Kurgu","1h 38m","İngilizce","$180,000,000.00","$521,311,860.00"
"Vur Emri","13/10/2000 (TR)","62","William Friedkin","","Savaş,Dram","2h 8m","İngilizce","$60,000,000.00","$71,000,000.00"
"Vurguncular","19/08/2016 (US)","69","Todd Phillips","Todd Phillips","Komedi,Suç,Dram","1h 54m","İngilizce","$50,000,000.00","$86,234,523.00"
"Vücut Dili","10/09/1997 (US)","65","Frank Oz","","Komedi","1h 30m","İngilizce","$35,000,000.00","$63,900,000.00"
"Vücut Hırsızları","28/01/1994 (US)","61","Abel Ferrara","","Korku,Bilim-Kurgu,Gerilim","1h 27m","İngilizce","$13,000,000.00","$428,868.00"
"Wallace ve Gromit - Yanlış Pantolon","10/07/1994 (GB)","78","Nick Park","Nick Park","Animasyon,Komedi,Aile","30m","İngilizce","-","-"
"Walter Mitty'nin Gizli Yaşamı","03/01/2014 (TR)","72","Ben Stiller","","Macera,Komedi,Dram,Fantastik","1h 54m","İngilizce","$90,000,000.00","$188,133,322.00"
"Wanted Man","19/01/2024 (US)","64","Dolph Lundgren","Dolph Lundgren","Aksiyon,Gerilim","1h 25m","İngilizce","-","-"
"War Machine","26/05/2017 (US)","56","David Michôd","","Komedi,Dram,Savaş","2h 2m","İngilizce","$60,000,000.00","-"
"War of the Worlds: The Attack","21/04/2023 (GB)","51","Junaid Syed","","Bilim-Kurgu,Gizem,Gerilim","1h 27m","İngilizce","-","-"
"Warcraft: İki Dünyanın İlk Karşılaşması","10/06/2016 (TR)","64","Duncan Jones","Jesse Wigutow","Aksiyon,Macera,Fantastik","2h 3m","İngilizce","$160,000,000.00","$433,677,183.00"
"Warhorse One","30/06/2023 (US)","72","William Kaufman","William Kaufman","Savaş,Aksiyon,Dram","2h","İngilizce","-","-"
"Warlock","10/06/1959 (US)","67","Edward Dmytryk","","Vahşi Batı","2h 2m","İngilizce","$2,400,000.00","$1,700,000.00"
"Watchmen","06/03/2009 (US)","73","Zack Snyder","","Aksiyon,Gizem,Bilim-Kurgu","2h 43m","İngilizce","$130,000,000.00","$185,258,983.00"
"Watership Tepesi","19/10/1978 (GB)","72","Martin Rosen","John Hubley","Macera,Animasyon,Dram","1h 28m","İngilizce","$1,000,000.00","$3,713,768.00"
"Way Down East","03/09/1920 (US)","69","D.W. Griffith","D.W. Griffith","Dram,Romantik","2h 30m","İngilizce","-","$4,500,000.00"
"We Made a Beautiful Bouquet","29/01/2021 (JP)","77","Nobuhiro Doi","","Romantik,Dram","2h 4m","Japonca","-","-"
"Weekend Rebels","28/09/2023 (DE)","76","Marc Rothemund","Richard Kropf","Komedi,Dram","1h 50m","Almanca","-","-"
"Weekend Warriors","01/04/2021 (US)","76","Ritchie Greer","Ritchie Greer","Aksiyon,Gerilim","1h 33m","İngilizce","-","-"
"Wendell ve Wild","21/10/2022 (US)","67","Henry Selick","","Animasyon,Komedi,Fantastik,Korku","1h 46m","İngilizce","-","-"
"Wendy Wu: Homecoming Warrior","16/06/2006 (US)","62","John Laing","B. Mark Seabrooks","Aile,Aksiyon,Macera,TV film","1h 30m","İngilizce","$6,000,000.00","-"
"Werewolf By Night","07/10/2022 (TR)","70","Michael Giacchino","","Aksiyon,Fantastik,Korku","54m","İngilizce","-","-"
"Werewolves Within","25/06/2021 (US)","60","Josh Ruben","","Korku,Komedi,Fantastik","1h 36m","İngilizce","$6,500,000.00","$937,490.00"
"Wet Woman in the Wind","01/08/2016 (JP)","57","Akihiko Shiota","Akihiko Shiota","Romantik,Dram","1h 17m","Japonca","-","-"
"What Happens Later","03/11/2023 (US)","52","Meg Ryan","Meg Ryan","Romantik,Komedi","1h 44m","İngilizce","$3,000,000.00","$3,370,345.00"
"What Remains","14/10/2022 (PL)","70","Ran Huang","Ran Huang","Dram","2h 11m","İngilizce","-","-"
"What the Peeper Saw","14/10/1972 (IT)","58","Andrea Bianchi","Andrea Bianchi","Korku,Dram,Gerilim","1h 29m","İtalyanca","-","-"
"When Hitler Stole Pink Rabbit","25/12/2019 (DE)","71","Caroline Link","Caroline Link","Dram","1h 59m","Almanca","-","$8,541,775.00"
"When Trumpets Fade","27/06/1998 (US)","66","John Irvin","","Dram,Savaş,TV film","1h 35m","İngilizce","-","-"
"Where the Heart Is","27/04/2000 (US)","71","Matt Williams","","Komedi,Dram,Romantik","2h","İngilizce","$15,000,000.00","$33,800,000.00"
"Which Brings Me to You","08/12/2023 (US)","63","Peter Hutchings","Keith Bunin","Romantik,Komedi,Dram","1h 38m","İngilizce","-","-"
"While We Sleep","01/10/2021 (US)","51","Andrzej Sekula","Rich Ronat","Korku","1h 32m","İngilizce","-","-"
"White Bird","04/10/2024 (US)","85","Marc Forster","","Dram,Tarih,Romantik,Aile","2h","İngilizce","$30,000,000.00","$2,073,065.00"
"White Elephant","03/06/2022 (US)","60","Jesse V. Johnson","Erik Martinez","Aksiyon,Suç,Gerilim","1h 33m","İngilizce","-","-"
"White Squall","02/02/1996 (US)","63","Ridley Scott","","Dram,Macera","2h 9m","İngilizce","$38,000,000.00","$10,300,000.00"
"Why Don't You Play in Hell?","14/09/2013 (JP)","74","Sion Sono","Sion Sono","Dram,Aksiyon,Komedi","2h 10m","Japonca","-","-"
"Why Women Cheat","06/07/2021 (CN)","28","","","Romantik","1h 17m","İngilizce","-","-"
"Wicked City","19/04/1987 (JP)","67","Yoshiaki Kawajiri","","Animasyon,Aksiyon,Fantastik,Korku","1h 22m","Japonca","-","-"
"Wicked Minds","01/03/2003 (US)","61","Jason Hreno","Alfredo Septién","Gizem,Dram,Romantik,Gerilim","1h 33m","İngilizce","-","-"
"Wikileaks: Beşinci Kuvvet","27/12/2013 (TR)","60","Bill Condon","","Dram,Gerilim","2h 8m","İngilizce","$28,000,000.00","$8,555,008.00"
"Wilde","01/09/1997 (US)","66","Brian Gilbert","","Dram,Tarih","1h 52m","İngilizce","$2,158,775.00","$10,000,000.00"
"Wildlike","25/09/2015 (US)","62","Frank Hall Green","Frank Hall Green","Macera,Dram,Gerilim","1h 44m","İngilizce","-","-"
"Willow","20/05/1988 (US)","70","Ron Howard","","Aksiyon,Macera,Fantastik","2h 6m","İngilizce","$35,000,000.00","$57,300,000.00"
"Winchester '73","12/07/1950 (US)","73","Anthony Mann","","Vahşi Batı","1h 32m","İngilizce","-","$2,250,000.00"
"Winchester: Gizemli Ev","20/04/2018 (TR)","59","Michael Spierig","","Korku,Gerilim","1h 39m","İngilizce","$3,500,000.00","$44,019,588.00"
"Winners & Sinners","07/07/1983 (HK)","69","Sammo Hung","Sammo Hung","Aksiyon,Macera,Komedi,Suç","1h 48m","Cantonese","-","-"
"Winnie Pooh  /  Yilbasi Ayisi Winni  / Multlu Yillar  / Winnie the Pooh: A Very Merry Pooh Year","12/11/2002 (US)","69","Jamie Mitchell","Ted Henning","Animasyon,Aile","1h 5m","İngilizce","-","-"
"Winnie the Pooh","15/07/2011 (US)","69","Stephen J. Anderson","","Animasyon,Aile,Komedi,Macera","1h 3m","İngilizce","$30,000,000.00","$14,460,000.00"
"Winnie the Pooh: Kan ve Bal 2","29/03/2024 (TR)","58","Rhys Frake-Waterfield","Rhys Frake-Waterfield","Korku,Gerilim,Gizem,Komedi","1h 40m","İngilizce","$415,000.00","$683,487.00"
"Winnie The Pooh: Roo İle Bahar Zamanı","09/03/2004 (US)","67","Elliot M. Bour","Nishit Shah","Macera,Animasyon,Komedi,Aile","1h 5m","İngilizce","-","-"
"Winnie the Pooh'nun Maceraları","11/03/1977 (US)","73","Wolfgang Reitherman","","Animasyon,Aile,Macera","1h 14m","İngilizce","-","-"
"Wire Room","02/09/2022 (US)","63","Matt Eskandari","Brandon Stiefer","Aksiyon,Suç","1h 37m","İngilizce","-","-"
"With Aunt It's Not a Sin","23/12/1980 (IT)","61","Giuseppe Pulieri","Giuseppe Rosati","Komedi","1h 19m","İtalyanca","-","-"
"Without Warning","26/09/1980 (US)","52","Greydon Clark","Lyn Freeman","Korku,Bilim-Kurgu","1h 37m","İngilizce","$150,000.00","-"
"Wolf Hound","03/06/2022 (US)","65","Michael B. Chait","Michael B. Chait","Savaş,Aksiyon","2h 7m","İngilizce","-","-"
"Wolf Warrior 2","27/07/2017 (CN)","66","Wu Jing","Wu Jing","Savaş,Aksiyon,Gerilim","2h 4m","Çince","$29,700,000.00","$870,322,670.00"
"Wolfwalkers","20/10/2021 (FR)","82","Tomm Moore","","Animasyon,Aile,Macera,Fantastik","1h 43m","İngilizce","$12,000,000.00","$1,310,720.00"
"Woman in the Moon","14/10/1929 (DE)","72","Fritz Lang","","Dram,Bilim-Kurgu,Romantik","2h 50m","Almanca","-","-"
"Women Talking","23/12/2022 (US)","69","Sarah Polley","","Dram,Suç","1h 44m","İngilizce","-","$7,589,419.00"
"Women's Prison","11/08/1988 (HK)","58","David Lam","Nam Yin","Dram,Suç","1h 32m","Cantonese","-","-"
"Women's Prison Massacre","06/05/1983 (IT)","45","Claudio Fragasso","Claudio Fragasso","Aksiyon,Suç,Korku","1h 28m","İtalyanca","-","-"
"Wonder Woman","02/06/2017 (TR)","72","Patty Jenkins","","Aksiyon,Macera,Fantastik","2h 21m","İngilizce","$149,000,000.00","$823,970,682.00"
"Wonder Woman","02/06/2017 (TR)","72","Patty Jenkins","","Aksiyon,Macera,Fantastik","2h 21m","İngilizce","$149,000,000.00","$823,970,682.00"
"Wonder Woman: Bloodlines","04/10/2019 (US)","69","Sam Liu","Mairghread Scott","Bilim-Kurgu,Animasyon","1h 23m","İngilizce","-","-"
"Wonderland","23/10/2003 (US)","61","James Cox","James Cox","Suç","1h 44m","İngilizce","$5,000,000.00","$2,466,444.00"
"Wong Foo'ya Teşekkürler!","07/09/1995 (US)","73","Beeban Kidron","","Komedi,Dram","1h 49m","İngilizce","-","$47,774,193.00"
"Wonka","15/12/2023 (TR)","72","Paul King","","Komedi,Aile,Fantastik","1h 57m","İngilizce","$125,000,000.00","$632,302,312.00"
"Woonjunsa Taksi","02/08/2017 (KR)","81","Jang Hoon","Eom Yu-na","Aksiyon,Dram,Tarih","2h 18m","Korece","$12,820,005.00","$81,927,980.00"
"Words Bubble Up Like Soda Pop","22/07/2021 (JP)","74","Kyohei Ishiguro","","Animasyon,Romantik,Dram","1h 27m","Japonca","-","-"
"Wyatt Earp","24/06/1994 (US)","68","Lawrence Kasdan","","Vahşi Batı,Dram,Aksiyon,Macera","3h 11m","İngilizce","$63,000,000.00","$25,100,000.00"
